Account,Total_Trades,Total_PnL,Avg_PnL,Std_PnL,Min_PnL,Max_PnL,Total_Volume,Avg_Trade_Size,Total_Fees,Win_Count,Loss_Count,Net_Total_PnL,Avg_Abs_PnL,Win_Rate,Loss_Rate,Profit_Factor,Avg_Win,Avg_Loss,Risk_Reward_Ratio,ROI,Fee_Percentage,Risk_Level,Profitability_Class
0x6d6a4b953f202f8df5bed40692e7fd865318264a,975,108731.216772,111.51919668923077,468.9959817825797,-60.5786,9503.355131,728057.51,746.7256512820513,186.8360769324,421,5,108544.3806950676,111.71120200205128,43.17948717948718,0.5128205128205128,84.2,258.49125739192397,-18.720518,13.807911586203117,14.908764651719283,0.025662269033170197,High Risk,High Profit
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,1590,429355.565915,270.0349471163522,2525.2404372348287,-35681.74723,74530.52371,11474500.92,7216.667245283019,1551.43726629,550,187,427804.12864871,353.8098595113208,34.59119496855346,11.761006289308176,2.9411764705882355,901.7393113981818,-356.1553762245989,2.5318705587348105,3.728302709035906,0.013520738523676025,Very High Risk,High Profit
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1430,403011.504159,281.8262266846154,1591.523957653427,-3968.95225,27223.7415,3051144.33,2133.6673636363635,290.01104816,438,126,402721.49311084,342.60064412377625,30.629370629370626,8.811188811188812,3.4761904761904763,1019.3269694703197,-344.87070213492063,2.9556786446635805,13.199031233990821,0.00950499277626765,Very High Risk,High Profit
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9893,379095.406711,38.3195599627009,172.52077341762578,-5843.04,5949.806984,25729497.24,2600.7780491256444,2595.25914168,8022,638,376500.14756932,48.39775781026989,81.08763772364298,6.449004346507632,12.573667711598747,53.47135531837447,-78.1376264153605,0.6843227491213238,1.463301610821992,0.010086707553870571,Medium Risk,High Profit
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,1559,14900.443047,9.557692781911483,72.5611952371814,-776.860259,1261.448002,5844484.45,3748.8675112251444,780.21690296,705,41,14120.22614404,12.525863298909558,45.22129570237332,2.6298909557408594,17.195121951219512,24.41720846099291,-56.43143702439025,0.4326880502872812,0.2415991737994957,0.013349627492977587,Medium Risk,High Profit
0x8170715b3b381dffb7062c0298972d4727a0a63b,4601,-167621.124781,-36.43145507085416,1647.7789842055993,-83056.32,8143.080742,10143758.13,2204.6855314062163,1579.38545192,1761,580,-169200.51023292,176.45712697304933,38.274288198217775,12.605955227124538,3.036206896551724,182.92393992674616,-844.3968672275862,0.2166326605726778,-1.6680258742813692,0.015570022783262081,Very High Risk,Heavy Loser
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1911,65513.657906,34.2823955552067,325.75560971336085,-1457.7349,8424.257062,11999173.37,6279.002286760858,3384.88221858,631,83,62128.775687420006,40.17211865515437,33.01936159079016,4.343275771847201,7.602409638554217,112.74372159746433,-67.8027761686747,1.6628186627194865,0.5177754647895384,0.028209295042296738,High Risk,High Profit
0x8477e447846c758f5a675856001ea72298fd9cb5,14998,43917.008976,2.928191023869849,68.6130409480178,-2806.5,2766.443472,12304786.84,820.4285131350847,3792.54309547,3929,2630,40124.46588053,12.179716013468461,26.19682624349913,17.53567142285638,1.493916349809886,28.835376653855942,-26.379158135741445,1.0931120889254815,0.32608826469138574,0.030821688703629748,Medium Risk,High Profit
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3052,126578.942134,41.47409637418087,220.3877348338997,-103.55,5058.162,10992355.74,3601.689298820446,2821.95879926,871,21,123756.98333474,41.90974470052424,28.538663171690693,0.6880733944954129,41.476190476190474,146.0892554305396,-31.657111714285715,4.614737337664787,1.1258458720035929,0.025672011223137507,High Risk,High Profit
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,15605,106302.875256,6.81210350887536,68.2349036218229,-7104.920076,2148.534516,19868207.98,1273.1950003204101,2287.9554331042,5396,165,104014.9198228958,8.11320111900032,34.57866068567767,1.0573534123678308,32.7030303030303,21.581669636582653,-61.52614607878788,0.35077233033491234,0.5235244161305372,0.011515660775281456,Medium Risk,High Profit
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,417,72846.484272,174.6918088057554,976.068751360001,-10309.40032,13404.23882,861809.4,2066.6892086330936,189.93800451,239,16,72656.54626749,259.9962472182254,57.31414868105516,3.8369304556354913,14.9375,379.21531247280336,-1111.6234630625,0.3411364774795891,8.430697816418572,0.022039444511744707,High Risk,High Profit
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,563,67845.619531,120.50731710657195,474.8098365007934,0.0,7047.857251,1677425.72,2979.4417761989343,548.72926461,230,0,67296.89026639,120.50731710657195,40.852575488454704,0.0,230.0,294.9809544826087,0.0,294.9809544826087,4.011914772976653,0.03271258202777527,High Risk,High Profit
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,534,21758.831753,40.746875941947565,288.26612386189584,-540.253351,4005.321,4448323.26,8330.193370786517,541.7456094464,172,58,21217.0861435536,55.210460634831456,32.20973782771536,10.861423220973784,2.9655172413793105,148.95702829069768,-66.58236401724137,2.23718443298477,0.47696817212770637,0.01217864749888703,High Risk,High Profit
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,14733,2143382.597689,145.48174829898866,1374.0264020518678,-5028.066368,48504.09555,56543565.23,3837.885375008484,15995.31825182,4967,1312,2127387.27943718,153.77234216473224,33.713432430597976,8.905178850200231,3.785823170731707,443.8202652307227,-46.54928331707317,9.53441672146948,3.7623861721200145,0.028288485500969886,Very High Risk,High Profit
0xb899e522b5715391ae1d4f137653e7906c5e2115,4838,22488.500821,4.648305254443986,332.0834053908585,-17178.87662,7066.554924,108877041.1,22504.555828854896,28643.173715,2122,519,-6154.672893999999,43.15022543716412,43.861099627945435,10.72757337742869,4.088631984585742,54.48852297031103,-179.45307306743737,0.3036366111704009,-0.005652865683911389,0.026307817906892038,High Risk,High Profit
0xbaaaf6571ab7d571043ff1e313a9609a10637864,21192,940163.80622,44.364090516232544,567.7627628499143,-5.444032,68959.00212,68036340.24,3210.472831257078,8596.705666219,9909,88,931567.100553781,44.36735169809362,46.75821064552662,0.41525103812759534,112.60227272727273,94.88327396336663,-0.3926759431818182,241.63251049844285,1.3692198864131335,0.012635461631084054,High Risk,High Profit
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2641,220519.061853,83.49831952025748,1530.5250331047494,-24500.0,32783.52937,20737391.71,7852.098337750852,4773.09848443,865,312,215745.96336857,339.5513907198031,32.75274517228323,11.813706929193488,2.7724358974358974,645.8232859791908,-1083.7117965352566,0.5959363809123029,1.0403717419511964,0.023016869966960757,Very High Risk,High Profit
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,40184,836080.553077,20.806304824731235,264.1238803160226,-22634.46345,22883.51252,74107810.44,1844.2118863229146,13352.89970895,17208,5343,822727.65336805,35.34357974922855,42.8230141349791,13.296336850487755,3.2206625491297025,65.56040683751743,-54.666465989706154,1.1992801372940889,1.110176712121533,0.018018208377322018,High Risk,High Profit
